date,close,RSI14
2023-01-04,25716.86,
2023-01-05,25820.8,100.0
2023-01-06,25973.85,100.0
2023-01-10,26175.56,100.0
2023-01-11,26446.0,100.0
2023-01-12,26449.82,100.0
2023-01-13,26119.52,82.11604559000314
2023-01-16,25822.32,69.98749466004477
2023-01-17,26138.68,74.3332837358847
2023-01-18,26791.12,80.57899375956664
2023-01-19,26405.23,69.7656333746362
2023-01-20,26553.53,71.35647730652278
2023-01-23,26906.04,74.75656505141905
2023-01-24,27299.19,77.90648828656859
2023-01-25,27395.01,78.6071411719352
2023-01-26,27362.75,77.71357253460017
2023-01-27,27382.56,77.87985964617678
2023-01-30,27433.4,78.32679733127345
2023-01-31,27327.11,74.91863327770653
2023-02-01,27346.88,75.13534950268843
2023-02-02,27402.05,75.76466758108202
2023-02-03,27509.46,76.9859265324634
2023-02-06,27693.65,78.94528608411068
2023-02-07,27685.47,78.62513572704094
2023-02-08,27606.46,75.44270836238555
2023-02-09,27584.35,74.53354849967975
2023-02-10,27670.98,75.76584474281363
2023-02-13,27427.32,66.0803923313774
2023-02-14,27602.77,69.13955417491613
2023-02-15,27501.86,65.4816145788268
2023-02-16,27696.44,68.89856770293025
2023-02-17,27513.13,62.61061641588199
2023-02-20,27531.94,62.98393239205675
2023-02-21,27473.1,60.93437911072334
2023-02-22,27104.32,49.961009138186945
2023-02-24,27453.48,57.723762211445035
2023-02-27,27423.96,56.919778988986316
2023-02-28,27445.56,57.387462261839886
2023-03-01,27516.53,58.96379132077484
2023-03-02,27498.87,58.385014074166016
2023-03-03,27927.47,66.88155474157728
2023-03-06,28237.78,71.42971039211179
2023-03-07,28309.16,72.3696861475962
2023-03-08,28444.19,74.10529323228734
2023-03-09,28623.15,76.23587322073409
2023-03-10,28143.97,61.61697574630931
2023-03-13,27832.96,54.334319266750896
2023-03-14,27222.04,43.46657239914328
2023-03-15,27229.48,43.614485318471075
2023-03-16,27010.61,40.27603096030811
2023-03-17,27333.79,46.75673638777702
2023-03-20,26945.67,41.002471095879585
2023-03-22,27466.61,49.912540053209725
2023-03-23,27419.61,49.19072603578221
2023-03-24,27385.25,48.63696538710702
2023-03-27,27476.87,50.24536592704601
2023-03-28,27518.25,50.99180967340538
2023-03-29,27883.78,57.11263683653901
2023-03-30,27782.93,55.06907950217045
2023-03-31,28041.48,59.10868551297016
2023-04-03,28188.15,61.237728108682745
2023-04-04,28287.42,62.65498107931766
2023-04-05,27813.26,52.736579538368474
2023-04-06,27472.63,46.98262973727073
2023-04-07,27518.31,47.805081094476066
2023-04-10,27633.66,49.91784623940198
