date,close,RSI14
1995-09-01,100.0,
1995-09-04,99.8,0.0
1995-09-05,100.42,19.25465838509305
1995-09-06,99.74,15.68703775788238
1995-09-07,101.3,42.162883845126586
1995-09-08,101.3,42.162883845126586
1995-09-11,100.84,38.074154462360084
1995-09-12,100.24,33.50953513867201
1995-09-13,99.16,27.190524688232927
1995-09-14,98.8,25.46661198292709
1995-09-15,99.3,31.922465777893535
1995-09-18,99.84,38.15306014376888
1995-09-19,99.54,36.172377509843486
1995-09-20,99.19,33.95748570518147
1995-09-21,96.27,21.906045730924333
1995-09-22,94.03,16.93950518062293
1995-09-25,91.16,12.903044314318436
1995-09-26,87.98,10.046480765703365
1995-09-27,88.17,11.309872825808966
1995-09-28,89.07,17.239363601732578
1995-09-29,86.09,13.920709870979351
1995-10-02,83.0,11.457705116356337
1995-10-03,78.39,8.92157046738616
1995-10-04,72.06,6.7215315006974095
1995-10-05,75.03,17.05649335233005
1995-10-06,74.16,16.480464283907025
1995-10-09,77.27,26.089633205227386
1995-10-10,76.42,25.235067524158183
1995-10-11,75.8,24.60206352028426
1995-10-12,76.48,26.77167996202388
1995-10-13,77.48,29.963396755539023
1995-10-16,78.1,31.943958274419316
1995-10-17,78.66,33.7658650518657
1995-10-18,79.0,34.90527713605567
1995-10-19,79.26,35.81459217085427
1995-10-20,79.35,36.14710090267595
1995-10-23,79.16,35.72632499164315
1995-10-24,79.08,35.538738966724324
1995-10-25,79.14,35.81095830544896
1995-10-26,78.11,33.21761904286207
1995-10-27,75.86,28.382339760681504
1995-10-30,74.88,26.56830676725582
1995-10-31,73.56,24.31412861790848
1995-11-01,72.7,22.948039147055795
1995-11-02,68.09,17.32783690949462
1995-11-03,69.98,25.394983594688554
1995-11-04,70.53,27.608752496493608
1995-11-08,71.27,30.59291039951188
1995-11-09,71.76,32.57492221250699
1995-11-10,71.54,32.13127107939202
1995-11-13,72.18,34.90857841261234
1995-11-14,71.87,34.17898683259098
1995-11-15,71.52,33.331955497040894
1995-11-16,70.98,32.01373798329466
1995-11-17,71.28,33.58519803175
1995-11-20,72.59,40.096517121129
1995-11-21,72.19,38.84422978104102
1995-11-22,73.75,45.936002151095764
1995-11-23,73.69,45.71641805709053
1995-11-24,72.56,41.67583643803018
1995-11-27,72.35,40.95145623476513
1995-11-28,72.42,41.31760159249542
1995-11-29,71.12,36.758940359095114
1995-11-30,70.47,34.69757027985116
1995-12-01,70.95,37.48552758591944
1995-12-04,71.9,42.69964869386809
1995-12-05,73.91,51.85028687193818
1995-12-06,74.86,55.46988339527625
1995-12-07,76.14,59.84943062801291
1995-12-08,76.45,60.85359244396814
1995-12-09,76.37,60.43354049005812
1995-12-13,78.04,65.7485804150206
1995-12-14,82.04,74.56269423883248
1995-12-15,82.04,74.56269423883248
1995-12-18,81.04,69.38568062742524
1995-12-19,83.2,73.64262778016577
1995-12-20,83.84,74.76240720955072
1995-12-21,81.01,62.1822045988756
1995-12-22,80.37,59.734235718723696
1995-12-25,81.49,62.515332915153294
1995-12-26,81.85,63.390602748442916
1995-12-27,82.45,64.8631998583355
1995-12-28,82.92,66.0163675188601
1996-01-09,87.35,74.50849161793403
1996-01-10,90.78,78.90410566330125
1996-01-11,91.19,79.36220713547542
1996-01-12,89.99,74.27818862686163
1996-01-15,90.73,75.32781829441114
1996-01-16,87.57,63.42533998939782
1996-01-17,81.65,48.09367606851619
1996-01-18,83.59,52.173659027253066
1996-01-19,85.04,55.01951653514275
1996-01-22,85.27,55.47212480431873
1996-01-23,82.83,49.75258969517842
1996-01-24,81.74,47.40134438146245
1996-01-25,77.97,40.30630550307143
1996-01-26,80.2,45.50253821004808
1996-01-29,80.36,45.866641754429274
1996-01-30,80.95,47.26577134396631
1996-01-31,80.71,46.73660279286964
1996-02-01,81.19,47.9907331685448
1996-02-02,83.56,53.777773124171404
1996-02-05,83.56,53.777773124171404
1996-02-06,83.56,53.777773124171404
1996-02-07,80.81,46.31003238568716
1996-02-08,80.88,46.51363321611466
1996-02-09,80.42,45.297979971722086
1996-02-12,78.79,41.189936522369386
