date,close,RSI14
1969-11-24,158.5,
1969-11-25,156.78,0.0
1969-11-26,155.35,0.0
1969-11-27,155.51,0.7190780392282647
1969-11-28,157.01,7.438939320338051
1969-12-01,152.71,6.153188999740564
1969-12-02,150.98,5.724497083228158
1969-12-03,150.86,5.694859154227871
1969-12-04,149.73,5.410771979313637
1969-12-05,147.33,4.856629898462415
1969-12-08,149.19,12.34877651063944
1969-12-09,149.53,13.686775345006964
1969-12-10,149.04,13.370014511226074
1969-12-11,150.95,21.041044876156818
1969-12-12,152.25,25.8535425738379
1969-12-15,151.59,25.019788362635097
1969-12-16,150.47,23.627302205151352
1969-12-17,150.64,24.315840075059953
1969-12-18,150.24,23.77275854561664
1969-12-19,150.27,23.910020181248484
1969-12-22,150.56,25.310129983956656
1969-12-23,150.79,26.465812248421372
1969-12-24,151.75,31.247624635354228
1969-12-29,153.52,39.109713803693666
1969-12-30,155.47,46.384004612779066
1969-12-31,155.47,46.384004612779066
1970-01-02,155.38,46.089277689414494
1970-01-05,154.75,43.982520861642065
1970-01-06,155.45,46.88756601091438
1970-01-07,155.73,48.048145928698126
1970-01-08,156.96,52.91545564993491
1970-01-09,156.23,49.92583749595592
1970-01-12,156.68,51.7360532977444
1970-01-13,156.78,52.15002489306101
1970-01-14,156.23,49.628704581611636
1970-01-15,156.88,52.5485403800064
1970-01-16,157.84,56.554129274836704
1970-01-19,158.52,59.18249398120374
1970-01-20,159.16,61.540763942688834
1970-01-21,160.69,66.52065804110862
1970-01-22,161.06,67.61282126502573
1970-01-23,160.58,64.66562984657185
1970-01-26,160.06,61.53625808326106
1970-01-27,160.62,63.580298132016125
1970-01-28,160.79,64.20222522690176
1970-01-29,161.45,66.58777348206576
1970-01-30,164.11,74.08372995059669
1970-02-02,165.23,76.47671846712431
1970-02-03,164.89,74.23579482570015
1970-02-04,165.57,75.76529731766362
1970-02-05,167.29,79.13877248118693
1970-02-10,168.41,80.99402968579842
1970-02-11,168.49,81.12316649759624
1970-02-12,166.6,69.1664484036079
1970-02-13,166.22,67.02737454654988
1970-02-16,166.33,67.34222955639575
1970-02-17,166.67,68.34829246568988
1970-02-18,167.4,70.4529496437156
1970-02-19,167.41,70.48190536347445
1970-02-20,169.11,74.97221467746238
1970-02-23,171.46,79.5934765939049
1970-02-24,171.77,80.11508012482658
1970-02-25,171.42,77.7002588117856
1970-02-26,173.18,80.82946554740522
1970-02-27,174.06,82.17622148309687
1970-03-02,174.93,83.41658746286923
1970-03-03,174.6,81.11085755487039
1970-03-04,177.38,84.89796080922925
1970-03-05,179.8,87.28734700631907
1970-03-06,183.18,89.73111542287194
1970-03-09,190.63,92.94863555193118
1970-03-10,193.39,93.7321613508258
1970-03-11,189.57,80.4138290716232
1970-03-12,189.0,78.61875023664177
1970-03-13,191.3,80.50941814232434
1970-03-16,189.61,75.2443996741932
1970-03-17,187.62,69.48232835506602
1970-03-18,184.28,61.03428074722125
1970-03-19,184.44,61.277169432717166
1970-03-20,184.95,62.08837672187781
1970-03-23,180.89,52.6351300652783
1970-03-24,181.24,53.29530333249097
1970-03-25,180.94,52.618322338806436
1970-03-26,182.13,55.057029754497
1970-03-31,179.63,49.31451923763255
1970-04-01,176.95,44.014643594794684
1970-04-02,176.83,43.787722760885565
1970-04-03,178.82,48.52701060367971
1970-04-07,179.56,50.20814914143633
1970-04-08,179.19,49.34042498876009
1970-04-09,180.17,51.72044060708996
1970-04-10,182.32,56.54397451132576
1970-04-13,183.78,59.50284293493481
1970-04-14,183.99,59.92550650254458
1970-04-15,186.56,64.77130494812178
1970-04-16,186.19,63.5793315962335
1970-04-17,185.56,61.503892420410814
1970-04-20,185.96,62.34437371550699
1970-04-22,184.52,57.47908865315004
1970-04-23,184.14,56.231991530057165
1970-04-24,183.12,52.91337461623142
1970-04-27,180.1,44.53326581953408
1970-04-28,181.69,49.103582328387404
1970-04-29,180.34,45.663239458458975
1970-04-30,178.58,41.57373079665621
1970-05-01,176.14,36.670492514887584
1970-05-04,174.94,34.51452597800099
1970-05-05,168.46,25.720569732872377
1970-05-06,172.91,37.49789614723678
1970-05-07,176.93,45.85052399475308
1970-05-08,177.61,47.13742272284802
1970-05-11,174.73,42.52755190850528
1970-05-12,174.1,41.569841871072825
1970-05-13,174.46,42.3685168642055
1970-05-14,174.82,43.20456472638911
1970-05-15,173.47,40.813501026604236
1970-05-18,173.4,40.68776079481204
1970-05-19,172.94,39.819577297266186
1970-05-20,172.27,38.529997065211106
1970-05-21,169.84,34.203482209751556
1970-05-22,168.07,31.43463306534163
1970-05-25,165.18,27.517666739781106
1970-05-26,162.64,24.614613379042538
1970-05-27,165.7,33.69054588958673
1970-05-28,170.96,45.775582893069334
1970-05-29,173.02,49.64612328289148
1970-06-01,170.91,46.02247064835643
1970-06-02,170.33,45.04910150854021
1970-06-03,169.61,43.810379524341165
1970-06-04,170.25,45.25147351656059
1970-06-05,169.44,43.7230749063594
1970-06-09,169.41,43.66425140837664
1970-06-10,172.13,50.20540952547178
1970-06-11,174.67,55.41183518257012
1970-06-12,173.5,52.679488007882135
1970-06-15,173.35,52.32326801658083
1970-06-16,175.41,56.65785560085285
1970-06-17,178.31,61.90820497227918
1970-06-18,176.85,58.092808095028914
1970-06-19,177.36,59.04238078526299
1970-06-22,179.78,63.292703692848086
1970-06-23,179.01,61.1193713509858
1970-06-24,177.31,56.506083228009174
1970-06-25,176.72,54.95572375875322
1970-06-26,177.98,57.62937808334221
1970-06-29,179.7,61.02985802063999
1970-06-30,181.37,64.04691971160105
1970-07-02,183.68,67.76454949321294
1970-07-03,184.15,68.47872406680014
1970-07-06,189.71,75.4171940032684
1970-07-07,187.03,67.68349309593597
1970-07-08,186.02,64.97914699669576
1970-07-09,190.34,70.42272788281173
1970-07-10,189.72,68.77056381941378
1970-07-13,188.01,64.29057681488743
1970-07-14,189.83,66.77166771036792
1970-07-15,189.85,66.79896721236247
1970-07-17,189.38,65.43836502334065
1970-07-20,190.64,67.35790354403761
1970-07-21,191.22,68.23253921794517
1970-07-22,193.27,71.17265442547146
1970-07-23,194.58,72.89878156373875
1970-07-24,193.88,70.470565593369
1970-07-27,195.01,72.08693159966543
1970-07-28,193.89,68.10764944702453
1970-07-29,194.22,68.65665177040113
1970-07-30,195.63,70.95712466278644
1970-07-31,194.53,66.83577934323336
1970-08-04,193.24,62.268151829483955
1970-08-05,194.32,64.45813418246271
1970-08-06,195.55,66.82010020807084
1970-08-07,194.84,64.1691730949102
1970-08-10,197.72,69.46160932228108
1970-08-11,200.18,73.11455589295139
1970-08-12,201.55,74.91423342052632
1970-08-13,201.94,75.4186756989992
