date,close,RSI14
1789-05-01,0.51,
1789-06-01,0.51,
1789-07-01,0.5,0.0
1789-08-01,0.51,51.85185185185185
1789-09-01,0.51,51.85185185185185
1789-10-01,0.51,51.85185185185185
1789-11-01,0.5,31.470813935642298
1789-12-01,0.5,31.470813935642298
1790-01-01,0.49,21.616649999827416
1790-02-01,0.49,21.616649999827416
1790-03-01,0.5,42.498195830895746
1790-04-01,0.5,42.498195830895746
1790-05-01,0.52,64.45961232098465
1790-06-01,0.53,70.5218596050262
1790-07-01,0.53,70.5218596050262
1790-08-01,0.54,75.39027487996808
1790-09-01,0.55,79.10636487447219
1790-10-01,0.56,82.02877882672459
1790-11-01,0.55,71.29029813135571
1790-12-01,0.57,77.6048807847631
1791-01-01,0.58,79.97633247975055
1791-02-01,0.59,82.02602925551187
1791-03-01,0.59,82.02602925551187
1791-04-01,0.6,83.93341658114582
1791-05-01,0.6,83.93341658114582
1791-06-01,0.6,83.93341658114582
1791-07-01,0.6,83.93341658114582
1791-08-01,0.61,85.94024947196961
1791-09-01,0.62,87.60726458783365
1791-10-01,0.62,87.60726458783365
1791-11-01,0.62,87.60726458783365
1791-12-01,0.63,89.20574925716568
1792-01-01,0.63,89.20574925716568
1792-02-01,0.62,77.5976936924
1792-03-01,0.62,77.5976936924
1792-04-01,0.62,77.5976936924
1792-05-01,0.59,52.16386664133533
1792-06-01,0.58,46.67242134964356
1792-07-01,0.57,41.9199223094157
1792-08-01,0.57,41.919922309415696
1792-09-01,0.56,37.49227639814973
1792-10-01,0.54,30.543792535820472
1792-11-01,0.54,30.543792535820472
1792-12-01,0.54,30.543792535820472
1793-01-01,0.55,37.748585740780875
1793-02-01,0.57,49.11695617032138
1793-03-01,0.58,53.67252212753902
1793-04-01,0.59,57.746482566238285
1793-05-01,0.59,57.746482566238285
1793-06-01,0.6,61.65699493380358
1793-07-01,0.6,61.656994933803574
1793-08-01,0.6,61.656994933803574
1793-09-01,0.6,61.65699493380357
1793-10-01,0.61,65.90165425479407
1793-11-01,0.61,65.90165425479407
1793-12-01,0.62,69.78137730606171
1794-01-01,0.63,73.07996286384703
1794-02-01,0.64,75.91164740532854
1794-03-01,0.66,80.36105380073536
1794-04-01,0.66,80.36105380073536
1794-05-01,0.68,83.82590331340094
1794-06-01,0.7,86.40830851502527
1794-07-01,0.71,87.48431220731122
1794-08-01,0.73,89.30750999645294
1794-09-01,0.74,90.08521858697324
1794-10-01,0.74,90.08521858697324
1794-11-01,0.76,91.51646457796753
1794-12-01,0.76,91.51646457796753
1795-01-01,0.76,91.51646457796753
1795-02-01,0.78,92.81236392018758
1795-03-01,0.77,85.75851232769594
1795-04-01,0.78,86.8359558111079
1795-05-01,0.78,86.8359558111079
1795-06-01,0.78,86.8359558111079
1795-07-01,0.77,79.33907946085958
1795-08-01,0.77,79.33907946085958
1795-09-01,0.75,66.10193536567199
1795-10-01,0.75,66.10193536567199
1795-11-01,0.74,60.27079580052345
1795-12-01,0.73,55.041818920652794
1796-01-01,0.73,55.04181892065279
1796-02-01,0.72,50.00988406251461
1796-03-01,0.71,45.52757841716916
